E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/018f26da.jpg,24,158,1027,467,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2aeabe11.jpg,0,7,1047,350,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/8d3a8c2e.jpg,7,5,688,171,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3db2b50d.jpg,36,61,979,432,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/77b28c85.jpg,296,255,704,388,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/4996b7bc.jpg,32,92,752,312,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/11c6a61b.jpg,9,5,1048,250,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d7535463.jpg,15,99,1018,448,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/71890e91.jpg,31,156,984,474,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/55bf33f9.jpg,155,4,452,254,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/bc2d14ff.jpg,32,56,675,331,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/14be1a9e.jpg,11,6,815,404,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/bb95262c.jpg,1,11,1042,442,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5122d0c7.jpg,32,144,999,525,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/e6943a2a.jpg,24,9,1039,281,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7cb80b4b.jpg,5,112,819,291,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/93613295.jpg,44,109,1030,525,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/b915eeca.jpg,3,16,1044,178,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1312c161.jpg,97,150,761,435,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d2bf3e2f.jpg,11,23,1030,414,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/06f3cbf8.jpg,7,119,1032,504,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/04ad14b2.jpg,8,13,933,329,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f75287c6.jpg,3,21,1043,242,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/37bc38b7.jpg,83,198,991,508,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/94fa5de1.jpg,7,17,1037,280,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/736a6a25.jpg,21,4,1041,271,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/fc408b0a.jpg,10,10,1040,232,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/811b4d67.jpg,38,181,1003,452,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5cd7dac1.jpg,84,187,934,408,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/cb8f2b0c.jpg,2,17,860,257,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f0411154.jpg,44,93,810,380,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/040860f2.jpg,10,31,1046,226,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5ca1a8ed.jpg,4,72,809,354,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/8cc05900.jpg,105,123,958,414,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/008baccf.jpg,19,13,1032,309,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9fe4aaf4.jpg,32,43,828,178,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/021dc6ac.jpg,240,405,829,493,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3c61b9be.jpg,88,96,963,326,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0031c258.jpg,2,14,1037,436,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7a60630e.jpg,24,99,1026,327,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2b3cb2e7.jpg,7,6,1040,281,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/af759290.jpg,18,14,1028,259,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2e95a8d2.jpg,42,213,993,414,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/60b8997f.jpg,3,14,1039,452,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/55dca6a9.jpg,19,101,879,327,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0745ef3f.jpg,7,9,1040,412,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/00f4c92c.jpg,108,275,921,510,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/468c50e5.jpg,0,67,1046,392,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0e241828.jpg,5,7,1044,400,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ca38a537.jpg,14,167,1038,398,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/665beb6c.jpg,11,91,1040,437,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ba403d8f.jpg,83,51,944,595,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9277a3bc.jpg,172,275,821,419,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/59df0bc1.jpg,95,129,1002,321,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/bfb292ac.jpg,17,4,1046,200,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/6ceea38b.jpg,21,65,1026,403,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a8ea96dd.jpg,45,8,1040,548,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/651da09e.jpg,5,6,1046,248,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/01be6c48.jpg,152,281,720,444,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a2e6e491.jpg,17,12,1014,305,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0727715c.jpg,10,31,580,197,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/05edf5e5.jpg,162,62,883,419,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/8a97a03e.jpg,59,176,965,431,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/14992967.jpg,11,29,1046,319,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a1fb2c20.jpg,326,267,646,387,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c7c249d8.jpg,2,9,1036,268,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/02ea0810.jpg,54,177,997,469,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/8ab4077d.jpg,11,19,276,137,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a71aa07c.jpg,1,0,1048,304,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ec391cfa.jpg,14,16,1041,255,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/03e8e963.jpg,3,14,1035,325,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/426c7903.jpg,28,7,651,164,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3f5efcb8.jpg,192,176,634,442,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/03b5f4e4.jpg,80,170,952,399,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/393082a1.jpg,18,18,946,302,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/19cabba3.jpg,357,343,586,425,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0c5de573.jpg,30,97,1026,502,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/af39681d.jpg,189,125,911,451,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7a2b22a6.jpg,2,78,536,236,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/145ae13e.jpg,7,7,1045,229,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d3624b92.jpg,28,23,323,215,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/fa161e8b.jpg,22,15,1036,328,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1e5df861.jpg,9,10,1039,418,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/06ab0bdc.jpg,2,3,1041,297,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2548392a.jpg,193,338,964,565,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d3127543.jpg,0,6,847,264,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3ee9b8b3.jpg,52,198,911,438,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7248531c.jpg,11,18,1042,391,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a453f571.jpg,20,15,1042,234,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/675cfce1.jpg,113,151,924,400,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/94b86b9f.jpg,79,100,937,466,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/492df8b4.jpg,117,8,882,425,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9aba381a.jpg,10,16,1020,338,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/263246e0.jpg,17,76,1037,288,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a6b5cadb.jpg,34,164,939,460,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2f899d4d.jpg,9,14,1035,275,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/db108317.jpg,12,4,605,181,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/fc6f3123.jpg,17,65,1028,506,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5b9ea96b.jpg,46,84,1012,331,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/442005d4.jpg,9,113,1039,391,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1382e96f.jpg,14,129,1022,510,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0594a048.jpg,30,19,1034,302,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0b7b7f00.jpg,29,125,1028,286,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2dda4194.jpg,17,134,827,359,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a2095252.jpg,232,338,774,398,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/cc93d2f1.jpg,9,18,958,254,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/6f3b1c6d.jpg,1,9,1036,403,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9738a780.jpg,135,139,956,417,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3597fb8f.jpg,20,147,1031,540,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/65c8a8a1.jpg,103,64,939,401,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/deb2a0ca.jpg,11,153,1038,398,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/548ccf1c.jpg,36,129,999,417,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/eeab0f96.jpg,438,226,571,371,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c60851f9.jpg,13,154,1017,370,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/aab954a0.jpg,11,138,822,356,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ae023595.jpg,36,103,876,383,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5f4981de.jpg,15,130,1037,405,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/68e728c6.jpg,13,131,1035,426,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/e4c4bf4e.jpg,120,196,960,376,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/39172a3c.jpg,20,33,899,312,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/70ceeeff.jpg,23,6,1038,221,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3c1ac699.jpg,347,335,635,408,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/79954236.jpg,72,115,994,340,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/70a02704.jpg,9,7,497,218,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f363a31e.jpg,13,77,1029,420,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/81c914eb.jpg,7,16,1038,250,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5df2b62b.jpg,64,183,978,452,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/4f100e91.jpg,56,171,817,375,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3586dd36.jpg,8,12,1044,323,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/dd4b041f.jpg,14,23,773,281,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ade99a2a.jpg,9,262,1035,463,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/95d95348.jpg,17,115,784,329,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/385db387.jpg,11,66,1039,433,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/75ea45c4.jpg,99,131,955,372,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/4d5fdfcc.jpg,13,120,1035,441,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1c35a699.jpg,1,7,1037,327,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/659f4061.jpg,9,3,1030,234,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/87050167.jpg,7,8,749,155,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0aef7efd.jpg,47,165,750,275,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0354d93d.jpg,18,21,1026,379,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/18d1f70e.jpg,8,11,1033,448,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/55d40209.jpg,4,88,1031,406,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9a3e3226.jpg,180,184,951,453,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9b335771.jpg,19,9,1027,307,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7b716e01.jpg,118,27,845,597,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/06252a55.jpg,21,204,1021,400,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ddaee4aa.jpg,4,9,814,413,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/77cabd61.jpg,0,157,689,322,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/00b588d6.jpg,74,70,837,207,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ddb8f7bf.jpg,27,103,664,289,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/65dd4491.jpg,5,6,1046,316,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/776b0b63.jpg,1,17,1019,315,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/50576f5f.jpg,0,3,1044,154,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/4cd73c04.jpg,120,216,917,396,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9fec01e1.jpg,217,46,966,444,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/00a29f63.jpg,22,40,1033,305,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/56330cdf.jpg,5,26,1044,207,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/00087b01.jpg,1,8,1040,366,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/be5d2ac7.jpg,17,33,1031,236,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ff0d2705.jpg,32,173,1000,453,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/cf54d154.jpg,168,288,753,358,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/cef9cdfd.jpg,59,159,995,424,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/362218d3.jpg,4,12,1048,336,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5d15f294.jpg,11,25,1044,553,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0603a403.jpg,43,29,981,551,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/685cdc28.jpg,8,10,615,198,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d005accf.jpg,60,111,848,299,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2353565f.jpg,22,12,1036,238,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/6ee20c1b.jpg,37,22,916,518,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/182ec5b9.jpg,9,5,1031,416,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0dd507d3.jpg,8,8,989,370,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9c855d38.jpg,104,175,886,464,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/686c82d6.jpg,3,13,1040,144,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/03322101.jpg,8,11,1042,312,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0ca843f9.jpg,1,20,925,335,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a5e36602.jpg,5,60,583,307,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d11b57b4.jpg,7,6,1047,232,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/05500217.jpg,30,119,838,368,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c7a3d69d.jpg,42,186,1025,433,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3a76961c.jpg,1,55,1039,290,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/70db2595.jpg,24,161,1030,385,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/cc965a42.jpg,5,15,1041,222,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/435b5c2e.jpg,9,5,1042,389,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/b227cf19.jpg,13,5,1041,453,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5d8bf1a1.jpg,12,27,1038,247,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0453720f.jpg,391,295,750,421,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/978eaf6b.jpg,32,54,847,295,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3f17b088.jpg,8,3,1048,240,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f551e903.jpg,35,178,1023,460,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/8f37e202.jpg,12,16,1047,604,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/bd306fad.jpg,8,5,1038,380,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c560225b.jpg,272,569,722,695,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/cf0ae32e.jpg,33,122,1019,460,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/efcf3af9.jpg,14,9,1040,375,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/00cf7bd3.jpg,35,32,955,311,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/6fc67854.jpg,15,17,1046,549,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d00f8e3d.jpg,4,14,872,374,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/34f59372.jpg,9,19,1046,426,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1d5bd8f0.jpg,7,11,391,192,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1d01bbd4.jpg,5,6,1048,217,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/01aaa81a.jpg,397,328,651,375,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/fe7ee58c.jpg,91,132,976,437,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/06e8a669.jpg,101,141,953,466,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/e8b0cc75.jpg,3,7,1046,415,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/bba77ba7.jpg,8,134,1031,395,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0b31b634.jpg,16,50,1037,364,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/843d1213.jpg,24,25,853,220,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/51efc58e.jpg,222,160,919,458,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/8dc18afe.jpg,77,116,933,455,whale
